country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed cases_count,deaths_count,source
Ireland,IE,IRL,4904240,2020-08-22,79,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-01-05,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-05-23,23,1,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-09-29,8135,61,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-05-05,93,4,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-04,259,15,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-07-19,237,8,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-03-26,561,15,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-10-20,2026,75,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-06-12,71,1,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-07-26,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-01-22,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-05-06,3389,726,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-03-10,6,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-10-04,227,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-05-14,224,14,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-09-28,1438,31,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-05-02,7933,96,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-04-02,486,53,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-31,2858,374,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-04-27,1660,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-10-18,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-18,389,1,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-10-02,113,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-21,264,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-24,22,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-10-04,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-08,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-05-24,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-04-19,304,7,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-02,20,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-07-09,11,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-04-07,11,4,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-07-10,8,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-09-21,44,6,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-06-24,110,4,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-10-03,3720,11,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-01-24,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-08-28,304,2,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-05-07,102,2,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-04-09,1598,321,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-02,388,6,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-23,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-01-28,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-09-29,130,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-05-19,25,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-07-06,523,9,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-08-19,8,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-08-28,349,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-03-08,27,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-05-12,25,5,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-08-08,111,3,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-07-25,496,5,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-04-19,32,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-09-18,17,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-08-16,30,2,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-04-14,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-04-17,13,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-04-14,6,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-05-04,1389,174,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-10-16,919,4,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-06-03,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-08-05,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-05-06,317,86,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-06-27,62,2,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-09-28,1192,3,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-08-14,23,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-07-27,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-05,10,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-09,32,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-07-26,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-08-05,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-05-06,1,1,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-08-23,508,5,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-09-27,46,2,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-08-31,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-07-12,408,7,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-05-18,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-03-09,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-08-29,105,3,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-06,73,1,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-06-02,13,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-16,25,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-08-12,120,2,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-09-26,1587,23,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-08-24,40,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-02-28,4,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-21,705,6,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-09-18,3584,60,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-06-24,1309,25,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-10-01,191,2,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-16,1708,48,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-04-01,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-01-02,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-01-31,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-08-31,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-05-22,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-08-23,1309,22,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-09-16,122,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-04-22,53,9,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-05-29,477,11,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-04-14,333,12,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-03-18,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-15,195,2,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-24,5,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-09-13,164,3,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-06-19,108,5,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-04-15,49,1,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-10-23,825,6,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-03-25,796,5,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-04,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-10-15,39,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-05-23,6,2,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-04-14,21,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-05-07,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-08-10,5,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-10-01,131,3,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-09-19,125,5,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-07-07,5,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-02-27,1,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-07-12,1,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-04-08,6,1,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-24,4,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-09-02,214,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-09-25,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-07-03,73,1,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-08-29,23,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-02-04,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-10-03,2,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-07-26,237,5,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-05-03,1,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-04-15,28,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-08-28,1571,3,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-04-06,1,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-06-11,3,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-08-24,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-03-23,95,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-05-21,6,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-08-22,4586,23,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-09-07,25,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-09-19,24,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-08-11,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-03-21,31,3,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-10-20,989,38,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-01-25,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-07-04,422,7,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-07-11,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-05-04,88,6,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-26,54,1,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-06-18,1429,19,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-07-24,2255,3,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-04-19,0,410,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-08,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-08-10,1182,15,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-10-06,1540,3,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-08-18,22,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-07-08,287,9,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-08-28,399,2,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-13,1509,48,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-09-07,2107,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-04-03,771,6,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-04-25,12,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-03-28,8244,769,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-21,657,21,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-20,122,2,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-26,2375,191,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-08-21,4785,110,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-14,8706,114,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-04-27,62,1,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-10-22,297,4,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-06-24,63,1,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-09-19,2107,6,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-09-26,223,5,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-07-09,542,9,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-01-26,0,0,"Epidemic intelligence, national daily data"
